epoch,step,train_loss_epoch,train_loss_step,valid_auroc_epoch
0,19,,0.6648088693618774,
0,39,,0.6450980305671692,
0,59,,0.6216899156570435,
0,79,,0.6200153827667236,
0,99,,0.6473678350448608,
0,119,,0.6229799389839172,
0,139,,0.6370208263397217,
0,159,,0.6501592397689819,
0,179,,0.6502034664154053,
0,199,,0.6420104503631592,
0,219,,0.6272954940795898,
0,239,,0.619479775428772,
0,259,,0.6001607179641724,
0,279,,0.6044806241989136,
0,299,,0.5956138968467712,
0,319,,0.5993695259094238,
0,339,,0.5945412516593933,
0,359,,0.5857486128807068,
0,379,,0.5861231684684753,
0,399,,0.6236412525177002,
0,419,,0.5932815074920654,
0,439,,0.5871669054031372,
0,459,,0.5869423151016235,
0,479,,0.5797938108444214,
0,499,,0.6181496977806091,
0,519,,0.6066422462463379,
0,539,,0.6168138980865479,
0,559,,0.587856650352478,
0,579,,0.5746591091156006,
0,599,,0.6028100252151489,
0,619,,0.5546923279762268,
0,639,,0.5760397911071777,
0,659,,0.5799593329429626,
0,679,,0.5705243945121765,
0,699,,0.5977851152420044,
0,719,,0.6009875535964966,
0,739,,0.5722756385803223,
0,759,,0.5661284923553467,
0,779,,0.5728628635406494,
0,799,,0.5856586694717407,
0,819,,0.5898221731185913,
0,839,,0.5858609676361084,
0,859,,0.5815746784210205,
0,879,,0.5358743071556091,
0,899,,0.5821975469589233,
0,919,,0.5988526344299316,
0,939,,0.5804866552352905,
0,959,,0.5627337694168091,
0,979,,0.5731030702590942,
0,999,,0.6212426424026489,
0,999,,,0.4999811351299286
0,999,0.5946604609489441,,
1,1019,,0.5689764022827148,
1,1039,,0.5698038339614868,
1,1059,,0.5741398334503174,
1,1079,,0.5780116319656372,
1,1099,,0.5617360472679138,
1,1119,,0.5899056196212769,
1,1139,,0.5642764568328857,
1,1159,,0.6185050010681152,
1,1179,,0.5825565457344055,
1,1199,,0.5608217716217041,
1,1219,,0.545404851436615,
1,1239,,0.5676600933074951,
1,1259,,0.5581908226013184,
1,1279,,0.5556726455688477,
1,1299,,0.5497632622718811,
1,1319,,0.6060047149658203,
1,1339,,0.546021580696106,
1,1359,,0.5846168398857117,
1,1379,,0.5737221837043762,
1,1399,,0.5824930667877197,
1,1419,,0.5736550092697144,
1,1439,,0.5936260223388672,
1,1459,,0.5834318399429321,
1,1479,,0.5556771755218506,
1,1499,,0.5760801434516907,
1,1519,,0.6096683740615845,
1,1539,,0.576157808303833,
1,1559,,0.5715368986129761,
1,1579,,0.5582728981971741,
1,1599,,0.5667548179626465,
1,1619,,0.5584815740585327,
1,1639,,0.6069689989089966,
1,1659,,0.5503153204917908,
1,1679,,0.5545901656150818,
1,1699,,0.5800912380218506,
1,1719,,0.5832562446594238,
1,1739,,0.5974988341331482,
1,1759,,0.5540549755096436,
1,1779,,0.5357652902603149,
1,1799,,0.5471991300582886,
1,1819,,0.553183376789093,
1,1839,,0.576653242111206,
1,1859,,0.5979958772659302,
1,1879,,0.5331485271453857,
1,1899,,0.5852424502372742,
1,1919,,0.5915647745132446,
1,1939,,0.5646016001701355,
1,1959,,0.5897097587585449,
1,1979,,0.5905749201774597,
1,1999,,0.5997313261032104,
1,1999,,,0.500292956829071
1,1999,0.5727259516716003,,
2,2019,,0.5685052275657654,
2,2039,,0.54506516456604,
2,2059,,0.569839596748352,
2,2079,,0.5502248406410217,
2,2099,,0.5657365918159485,
2,2119,,0.5687089562416077,
2,2139,,0.5832189321517944,
2,2159,,0.5676864385604858,
2,2179,,0.5970842838287354,
2,2199,,0.5837059617042542,
2,2219,,0.5656503438949585,
2,2239,,0.5715587735176086,
2,2259,,0.5701234340667725,
2,2279,,0.5749289989471436,
2,2299,,0.5826437473297119,
2,2319,,0.5811699628829956,
2,2339,,0.5360513925552368,
2,2359,,0.5250086784362793,
2,2379,,0.5530458092689514,
2,2399,,0.5948227643966675,
2,2419,,0.5434880256652832,
2,2439,,0.5727604031562805,
2,2459,,0.5761163234710693,
2,2479,,0.5321281552314758,
2,2499,,0.5826355218887329,
2,2519,,0.5595135688781738,
2,2539,,0.5973259210586548,
2,2559,,0.5398778319358826,
2,2579,,0.5802684426307678,
2,2599,,0.5462008714675903,
2,2619,,0.5348663926124573,
2,2639,,0.5627264380455017,
2,2659,,0.5616177320480347,
2,2679,,0.5613974332809448,
2,2699,,0.5749775171279907,
2,2719,,0.5354021787643433,
2,2739,,0.5693195462226868,
2,2759,,0.5695474147796631,
2,2779,,0.5668750405311584,
2,2799,,0.5768810510635376,
2,2819,,0.5472092628479004,
2,2839,,0.5856479406356812,
2,2859,,0.5597608685493469,
2,2879,,0.5674698352813721,
2,2899,,0.5666888952255249,
2,2919,,0.5762450695037842,
2,2939,,0.5684892535209656,
2,2959,,0.5798608660697937,
2,2979,,0.589653730392456,
2,2999,,0.5170683264732361,
2,2999,,,0.5008781552314758
2,2999,0.564323365688324,,
3,3019,,0.5717952251434326,
3,3039,,0.5581134557723999,
3,3059,,0.5781112909317017,
3,3079,,0.5323953628540039,
3,3099,,0.5362796783447266,
3,3119,,0.5293241739273071,
3,3139,,0.5680081844329834,
3,3159,,0.5900506973266602,
3,3179,,0.5476393103599548,
3,3199,,0.5261971950531006,
3,3219,,0.5484673380851746,
3,3239,,0.5587054491043091,
3,3259,,0.5213532447814941,
3,3279,,0.5073240995407104,
3,3299,,0.5723347663879395,
3,3319,,0.586471438407898,
3,3339,,0.5723090171813965,
3,3359,,0.5592641830444336,
3,3379,,0.560815691947937,
3,3399,,0.5160416960716248,
3,3419,,0.5272245407104492,
3,3439,,0.5831508636474609,
3,3459,,0.5732475519180298,
3,3479,,0.5875277519226074,
3,3499,,0.5324771404266357,
3,3519,,0.5503298044204712,
3,3539,,0.5314298868179321,
3,3559,,0.5588232278823853,
3,3579,,0.5796532034873962,
3,3599,,0.5546478629112244,
3,3619,,0.5382554531097412,
3,3639,,0.5573886036872864,
3,3659,,0.5531337261199951,
3,3679,,0.5591838359832764,
3,3699,,0.5460501909255981,
3,3719,,0.558567464351654,
3,3739,,0.5431605577468872,
3,3759,,0.5275331139564514,
3,3779,,0.578263521194458,
3,3799,,0.5303906202316284,
3,3819,,0.5452475547790527,
3,3839,,0.5818234086036682,
3,3859,,0.5660096406936646,
3,3879,,0.5425596833229065,
3,3899,,0.5220628976821899,
3,3919,,0.5290754437446594,
3,3939,,0.5447417497634888,
3,3959,,0.5553721785545349,
3,3979,,0.5869109034538269,
3,3999,,0.5684933662414551,
3,3999,,,0.5019274950027466
3,3999,0.5547681450843811,,
4,4019,,0.5386008024215698,
4,4039,,0.49274906516075134,
4,4059,,0.5660339593887329,
4,4079,,0.5986642837524414,
4,4099,,0.5330665111541748,
4,4119,,0.5337281227111816,
4,4139,,0.5730093717575073,
4,4159,,0.551449179649353,
4,4179,,0.5611758232116699,
4,4199,,0.5201714038848877,
4,4219,,0.5394745469093323,
4,4239,,0.5518996715545654,
4,4259,,0.5247071385383606,
