epoch,step,train_loss_epoch,train_loss_step,valid_auroc_epoch
0,19,,0.669147253036499,
0,39,,0.6477994918823242,
0,59,,0.6225693821907043,
0,79,,0.6194844841957092,
0,99,,0.6476753354072571,
0,119,,0.623198926448822,
0,139,,0.6364730596542358,
0,159,,0.6468506455421448,
0,179,,0.6418318748474121,
0,199,,0.6255738735198975,
0,219,,0.6065643429756165,
0,239,,0.5859596729278564,
0,259,,0.5937181711196899,
0,279,,0.6055740714073181,
0,299,,0.5917255878448486,
0,319,,0.5991780757904053,
0,339,,0.5878019332885742,
0,359,,0.5976995229721069,
0,379,,0.5896950364112854,
0,399,,0.6071281433105469,
0,419,,0.5692218542098999,
0,439,,0.5604413747787476,
0,459,,0.5950486660003662,
0,479,,0.6020225286483765,
0,499,,0.6038684844970703,
0,519,,0.5964087247848511,
0,539,,0.601466715335846,
0,559,,0.5610252022743225,
0,579,,0.5662797689437866,
0,599,,0.5903502702713013,
0,619,,0.5751877427101135,
0,639,,0.5531848669052124,
0,659,,0.58299720287323,
0,679,,0.570467472076416,
0,699,,0.577725350856781,
0,719,,0.5893185138702393,
0,739,,0.5838282108306885,
0,759,,0.5630991458892822,
0,779,,0.5530530214309692,
0,799,,0.6046214699745178,
0,819,,0.599859356880188,
0,839,,0.5918411016464233,
0,859,,0.5710183382034302,
0,879,,0.5560284852981567,
0,899,,0.6109100580215454,
0,919,,0.6019094586372375,
0,939,,0.5894210338592529,
0,959,,0.5315941572189331,
0,979,,0.571388304233551,
0,999,,0.6124475598335266,
0,999,,,0.5086309313774109
0,999,0.5924109220504761,,
1,1019,,0.5724156498908997,
1,1039,,0.5887241363525391,
1,1059,,0.5875117182731628,
1,1079,,0.5715618133544922,
1,1099,,0.5853972434997559,
1,1119,,0.6069182753562927,
1,1139,,0.5518561601638794,
1,1159,,0.6029722690582275,
1,1179,,0.6095836162567139,
1,1199,,0.5570975542068481,
1,1219,,0.5804740190505981,
1,1239,,0.5750155448913574,
1,1259,,0.5844235420227051,
1,1279,,0.5785487294197083,
1,1299,,0.5482853651046753,
1,1319,,0.613494336605072,
1,1339,,0.5298721790313721,
1,1359,,0.5710262656211853,
1,1379,,0.6032228469848633,
1,1399,,0.5761338472366333,
