epoch,step,train_loss_step
0,19,0.6610845327377319
0,39,0.6443080902099609
0,59,0.6239321827888489
0,79,0.624663770198822
0,99,0.6473485231399536
0,119,0.6248709559440613
0,139,0.6374388933181763
