epoch,step,train_loss_epoch,train_loss_step,valid_auroc_epoch
0,19,,0.6589469909667969,
0,39,,0.6437402367591858,
0,59,,0.6232280135154724,
0,79,,0.622343897819519,
0,99,,0.6482024788856506,
0,119,,0.623225748538971,
0,139,,0.6330877542495728,
0,159,,0.6454777121543884,
0,179,,0.6365281343460083,
0,199,,0.6131042242050171,
0,219,,0.5848169922828674,
0,239,,0.5668192505836487,
0,259,,0.5446659326553345,
0,279,,0.5321652889251709,
0,299,,0.5314209461212158,
0,319,,0.5072845816612244,
0,339,,0.5275468230247498,
0,359,,0.5176197290420532,
0,379,,0.4841688871383667,
0,399,,0.5458266735076904,
0,419,,0.5138393640518188,
0,439,,0.4663391411304474,
0,459,,0.5253291130065918,
0,479,,0.50538569688797,
0,499,,0.5449516773223877,
0,519,,0.4882025718688965,
0,539,,0.5224772095680237,
0,559,,0.5150489807128906,
0,579,,0.49107953906059265,
0,599,,0.4898127615451813,
0,619,,0.46580076217651367,
0,639,,0.49412596225738525,
0,659,,0.5225279331207275,
0,679,,0.49542781710624695,
0,699,,0.5058532953262329,
0,719,,0.4703422784805298,
0,739,,0.5160241723060608,
0,759,,0.4679999053478241,
0,779,,0.4799301326274872,
0,799,,0.5058379173278809,
0,819,,0.5347434878349304,
0,839,,0.48855072259902954,
0,859,,0.5118832588195801,
0,879,,0.472599595785141,
0,899,,0.5046371817588806,
0,919,,0.4924171268939972,
0,939,,0.4948609471321106,
0,959,,0.458590567111969,
0,979,,0.4526195228099823,
0,999,,0.5175985097885132,
0,999,,,0.5000988841056824
0,999,0.5316126942634583,,
1,1019,,0.47565793991088867,
1,1039,,0.4732471704483032,
1,1059,,0.44490480422973633,
1,1079,,0.4623141586780548,
1,1099,,0.4796912670135498,
1,1119,,0.46883344650268555,
1,1139,,0.45420053601264954,
1,1159,,0.5098905563354492,
1,1179,,0.49393391609191895,
1,1199,,0.47373703122138977,
1,1219,,0.45778757333755493,
1,1239,,0.4362126588821411,
1,1259,,0.452009379863739,
1,1279,,0.46640580892562866,
1,1299,,0.45217952132225037,
1,1319,,0.565036416053772,
1,1339,,0.4457591474056244,
1,1359,,0.5091962218284607,
1,1379,,0.4691121578216553,
1,1399,,0.5048254728317261,
1,1419,,0.46145689487457275,
1,1439,,0.4761520028114319,
1,1459,,0.4801097512245178,
1,1479,,0.4745892882347107,
1,1499,,0.4840398132801056,
1,1519,,0.4772964119911194,
1,1539,,0.47520333528518677,
1,1559,,0.4500361382961273,
1,1579,,0.4367706775665283,
1,1599,,0.44759225845336914,
1,1619,,0.462766170501709,
1,1639,,0.46699440479278564,
1,1659,,0.5048827528953552,
1,1679,,0.45321911573410034,
1,1699,,0.49342620372772217,
1,1719,,0.447948694229126,
1,1739,,0.46833372116088867,
1,1759,,0.4298427402973175,
1,1779,,0.461744487285614,
1,1799,,0.4579199254512787,
1,1819,,0.4235169291496277,
1,1839,,0.4268815815448761,
1,1859,,0.4719582796096802,
1,1879,,0.44819721579551697,
1,1899,,0.4551668167114258,
1,1919,,0.48456525802612305,
1,1939,,0.47627735137939453,
1,1959,,0.48109015822410583,
1,1979,,0.4810985326766968,
1,1999,,0.4770733416080475,
1,1999,,,0.5157688856124878
1,1999,0.4692402780056,,
2,2019,,0.4542681574821472,
2,2039,,0.4510662257671356,
2,2059,,0.4844081699848175,
2,2079,,0.4501698613166809,
2,2099,,0.48340290784835815,
2,2119,,0.46780771017074585,
2,2139,,0.4721786677837372,
2,2159,,0.49995043873786926,
2,2179,,0.4597744941711426,
2,2199,,0.4594464600086212,
2,2219,,0.44553953409194946,
2,2239,,0.4825590252876282,
2,2259,,0.4629499912261963,
2,2279,,0.44941824674606323,
2,2299,,0.47874146699905396,
2,2319,,0.4472484588623047,
2,2339,,0.41963353753089905,
2,2359,,0.4103184938430786,
2,2379,,0.44122982025146484,
2,2399,,0.4737347960472107,
2,2419,,0.44194716215133667,
2,2439,,0.47112515568733215,
2,2459,,0.5201869606971741,
2,2479,,0.44893530011177063,
2,2499,,0.42957445979118347,
2,2519,,0.4435596764087677,
2,2539,,0.4408329725265503,
2,2559,,0.49586236476898193,
2,2579,,0.4676540195941925,
2,2599,,0.43242576718330383,
2,2619,,0.44007110595703125,
2,2639,,0.4468860328197479,
2,2659,,0.45717912912368774,
2,2679,,0.46906858682632446,
2,2699,,0.41347843408584595,
2,2719,,0.4323008954524994,
2,2739,,0.4672626256942749,
2,2759,,0.46480506658554077,
2,2779,,0.4554623067378998,
2,2799,,0.419671893119812,
2,2819,,0.42971786856651306,
2,2839,,0.4887239933013916,
2,2859,,0.44705432653427124,
2,2879,,0.4721887707710266,
2,2899,,0.4528156518936157,
2,2919,,0.4367847740650177,
2,2939,,0.4636460542678833,
2,2959,,0.4532746970653534,
2,2979,,0.5060762763023376,
2,2999,,0.43523913621902466,
2,2999,,,0.5170408487319946
2,2999,0.4541477859020233,,
3,3019,,0.4590786099433899,
3,3039,,0.4766169488430023,
3,3059,,0.5113459825515747,
3,3079,,0.4269999861717224,
3,3099,,0.4368029236793518,
3,3119,,0.42227932810783386,
3,3139,,0.45021599531173706,
3,3159,,0.4430917501449585,
3,3179,,0.4385870695114136,
3,3199,,0.4300216734409332,
3,3219,,0.45059746503829956,
3,3239,,0.42988529801368713,
3,3259,,0.4205794036388397,
3,3279,,0.44516247510910034,
